id,item_group_id,lang,stage,prompt_type,knowledge_mode,difficulty,inquiry,reference,context,multimodal_asset_paths
PR-EN-084-dr-base,PR-EN-084-dr,en,problem_generating,draft_critique_revise,none,advanced,"A unicycle wheel with a radius of 0.5 meters is spinning. Using the graph of angular velocity over time from Experiment 2, determine the maximum centripetal acceleration experienced by a point on the rim of the wheel. Assume the maximum angular velocity occurs at the peak value shown in the graph. Provide your answer in meters per second squared.","[""A car is moving around a circular track with a radius of 50 meters. If the car completes one full lap in 40 seconds, calculate the centripetal acceleration of the car. Assume the speed is constant throughout the motion."", ""A satellite orbits Earth in a circular path with a radius of 7,000 kilometers. If the satellite completes one orbit in 90 minutes, determine the centripetal acceleration experienced by the satellite. Assume the orbit is perfectly circular."", ""A roller coaster car travels through a vertical loop with a radius of 20 meters. At the top of the loop, the speed of the car is 10 m/s. Calculate the centripetal acceleration at this point and discuss how it compares to the gravitational acceleration.""]",Difficulty: advanced. Use the provided graph (graph_00b1b290.png) and real-world image (foto_with_circles_1753525429.jpg) to construct one centripetal acceleration problem question.,"[""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\advance_graph\\graph_00b1b290.png"", ""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\image_result\\g6xxWMxAdjgSPrLfNjkh6qBUI8q1\\foto_with_circles_1753525429.jpg""]"
PR-EN-084-dr-kg,PR-EN-084-dr,en,problem_generating,draft_critique_revise,kg,advanced,"A unicycle wheel with a radius of 0.5 meters is spinning, and its angular velocity is recorded over time as shown in the graph. During Experiment 2, between 10 and 15 seconds, the angular velocity increases from 2 rad/s to 3 rad/s. Calculate the change in centripetal acceleration of a point on the edge of the wheel during this time interval.","[""A car is moving around a circular track with a radius of 50 meters. If the car completes one full lap in 40 seconds, calculate the centripetal acceleration of the car. Assume the speed is constant throughout the motion."", ""A satellite orbits Earth in a circular path with a radius of 7,000 kilometers. If the satellite completes one orbit in 90 minutes, determine the centripetal acceleration experienced by the satellite. Assume the orbit is perfectly circular."", ""A roller coaster car travels through a vertical loop with a radius of 20 meters. At the top of the loop, the speed of the car is 10 m/s. Calculate the centripetal acceleration at this point and discuss how it compares to the gravitational acceleration.""]",Difficulty: advanced. Use the provided graph (graph_00b1b290.png) and real-world image (foto_with_circles_1753525429.jpg) to construct one centripetal acceleration problem question.,"[""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\advance_graph\\graph_00b1b290.png"", ""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\image_result\\g6xxWMxAdjgSPrLfNjkh6qBUI8q1\\foto_with_circles_1753525429.jpg""]"
PR-EN-085-ze-base,PR-EN-085-ze,en,problem_generating,zero_shot,none,advanced,"A unicycle wheel with a radius of 0.3 meters is spinning, as shown in the image. Using the graph, determine the centripetal acceleration of the wheel at the time when the angular velocity is steady at 0.5 rad/s during Experiment 1. Assume the wheel maintains this angular velocity for a sufficient duration to achieve a constant centripetal acceleration.","[""A car is moving around a circular track with a radius of 50 meters. If the car completes one full lap in 40 seconds, calculate the centripetal acceleration of the car. Assume the speed is constant throughout the motion."", ""A satellite orbits Earth in a circular path with a radius of 7,000 kilometers. If the satellite completes one orbit in 90 minutes, determine the centripetal acceleration experienced by the satellite. Assume the orbit is perfectly circular."", ""A roller coaster car travels through a vertical loop with a radius of 20 meters. At the top of the loop, the speed of the car is 10 m/s. Calculate the centripetal acceleration at this point and discuss how it compares to the gravitational acceleration.""]",Difficulty: advanced. Use the provided graph (graph_015cef4c.png) and real-world image (foto_with_circles_1753526365.jpg) to construct one centripetal acceleration problem question.,"[""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\advance_graph\\graph_015cef4c.png"", ""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\image_result\\g6xxWMxAdjgSPrLfNjkh6qBUI8q1\\foto_with_circles_1753526365.jpg""]"
PR-EN-085-ze-kg,PR-EN-085-ze,en,problem_generating,zero_shot,kg,advanced,"A unicycle wheel with a radius of 0.5 meters is spinning at a constant angular velocity as shown in Experiment 1 of the graph. If the wheel's angular velocity is 0.5 rad/s, calculate the centripetal acceleration of a point on the rim of the wheel. Use the graph to determine how the centripetal acceleration would change if the angular velocity increased to 1.0 rad/s, as observed in the initial phase of Experiment 2.","[""A car is moving around a circular track with a radius of 50 meters. If the car completes one full lap in 40 seconds, calculate the centripetal acceleration of the car. Assume the speed is constant throughout the motion."", ""A satellite orbits Earth in a circular path with a radius of 7,000 kilometers. If the satellite completes one orbit in 90 minutes, determine the centripetal acceleration experienced by the satellite. Assume the orbit is perfectly circular."", ""A roller coaster car travels through a vertical loop with a radius of 20 meters. At the top of the loop, the speed of the car is 10 m/s. Calculate the centripetal acceleration at this point and discuss how it compares to the gravitational acceleration.""]",Difficulty: advanced. Use the provided graph (graph_015cef4c.png) and real-world image (foto_with_circles_1753526365.jpg) to construct one centripetal acceleration problem question.,"[""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\advance_graph\\graph_015cef4c.png"", ""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\image_result\\g6xxWMxAdjgSPrLfNjkh6qBUI8q1\\foto_with_circles_1753526365.jpg""]"
PR-EN-086-fe-base,PR-EN-086-fe,en,problem_generating,few_shot,none,advanced,"A unicycle wheel with a radius of 0.3 m is observed in Experiment 2. During the steady phase (10 to 60 seconds), the angular velocity is approximately 0.5 rad/s. Calculate the centripetal acceleration of a point on the rim of the wheel during this phase.","[""A car is moving around a circular track with a radius of 50 meters. If the car completes one full lap in 40 seconds, calculate the centripetal acceleration of the car. Assume the speed is constant throughout the motion."", ""A satellite orbits Earth in a circular path with a radius of 7,000 kilometers. If the satellite completes one orbit in 90 minutes, determine the centripetal acceleration experienced by the satellite. Assume the orbit is perfectly circular."", ""A roller coaster car travels through a vertical loop with a radius of 20 meters. At the top of the loop, the speed of the car is 10 m/s. Calculate the centripetal acceleration at this point and discuss how it compares to the gravitational acceleration.""]",Difficulty: advanced. Use the provided graph (graph_015cef4c.png) and real-world image (foto_with_circles_1753526365.jpg) to construct one centripetal acceleration problem question.,"[""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\advance_graph\\graph_015cef4c.png"", ""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\image_result\\g6xxWMxAdjgSPrLfNjkh6qBUI8q1\\foto_with_circles_1753526365.jpg""]"
PR-EN-086-fe-kg,PR-EN-086-fe,en,problem_generating,few_shot,kg,advanced,"A unicycle wheel with a radius of 0.3 m is rotating. Using the graph, determine the centripetal acceleration at the point where the angular velocity is 0.5 rad/s. Consider the tension in the wheel as the centripetal force. How does the centripetal acceleration change if the radius is increased to 0.4 m while maintaining the same angular velocity?","[""A car is moving around a circular track with a radius of 50 meters. If the car completes one full lap in 40 seconds, calculate the centripetal acceleration of the car. Assume the speed is constant throughout the motion."", ""A satellite orbits Earth in a circular path with a radius of 7,000 kilometers. If the satellite completes one orbit in 90 minutes, determine the centripetal acceleration experienced by the satellite. Assume the orbit is perfectly circular."", ""A roller coaster car travels through a vertical loop with a radius of 20 meters. At the top of the loop, the speed of the car is 10 m/s. Calculate the centripetal acceleration at this point and discuss how it compares to the gravitational acceleration.""]",Difficulty: advanced. Use the provided graph (graph_015cef4c.png) and real-world image (foto_with_circles_1753526365.jpg) to construct one centripetal acceleration problem question.,"[""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\advance_graph\\graph_015cef4c.png"", ""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\image_result\\g6xxWMxAdjgSPrLfNjkh6qBUI8q1\\foto_with_circles_1753526365.jpg""]"
PR-EN-087-co-base,PR-EN-087-co,en,problem_generating,cot,none,advanced,"A unicycle wheel with a radius of 0.3 meters is spinning with an angular velocity as shown in Experiment 1 of the graph. During the steady phase, calculate the centripetal acceleration of a point on the edge of the wheel. Use the angular velocity data from the graph and the radius from the image.","[""A car is moving around a circular track with a radius of 50 meters. If the car completes one full lap in 40 seconds, calculate the centripetal acceleration of the car. Assume the speed is constant throughout the motion."", ""A satellite orbits Earth in a circular path with a radius of 7,000 kilometers. If the satellite completes one orbit in 90 minutes, determine the centripetal acceleration experienced by the satellite. Assume the orbit is perfectly circular."", ""A roller coaster car travels through a vertical loop with a radius of 20 meters. At the top of the loop, the speed of the car is 10 m/s. Calculate the centripetal acceleration at this point and discuss how it compares to the gravitational acceleration.""]",Difficulty: advanced. Use the provided graph (graph_015cef4c.png) and real-world image (foto_with_circles_1753526365.jpg) to construct one centripetal acceleration problem question.,"[""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\advance_graph\\graph_015cef4c.png"", ""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\image_result\\g6xxWMxAdjgSPrLfNjkh6qBUI8q1\\foto_with_circles_1753526365.jpg""]"
PR-EN-087-co-kg,PR-EN-087-co,en,problem_generating,cot,kg,advanced,"A unicycle wheel of radius 0.5 meters is spinning with an angular velocity as shown in Experiment 1 of the graph. If the wheel maintains this angular velocity, calculate the centripetal acceleration of a point on the rim of the wheel. Use the graph to determine the angular velocity during the steady phase and apply it to find the centripetal acceleration.","[""A car is moving around a circular track with a radius of 50 meters. If the car completes one full lap in 40 seconds, calculate the centripetal acceleration of the car. Assume the speed is constant throughout the motion."", ""A satellite orbits Earth in a circular path with a radius of 7,000 kilometers. If the satellite completes one orbit in 90 minutes, determine the centripetal acceleration experienced by the satellite. Assume the orbit is perfectly circular."", ""A roller coaster car travels through a vertical loop with a radius of 20 meters. At the top of the loop, the speed of the car is 10 m/s. Calculate the centripetal acceleration at this point and discuss how it compares to the gravitational acceleration.""]",Difficulty: advanced. Use the provided graph (graph_015cef4c.png) and real-world image (foto_with_circles_1753526365.jpg) to construct one centripetal acceleration problem question.,"[""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\advance_graph\\graph_015cef4c.png"", ""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\image_result\\g6xxWMxAdjgSPrLfNjkh6qBUI8q1\\foto_with_circles_1753526365.jpg""]"
PR-EN-088-dr-base,PR-EN-088-dr,en,problem_generating,draft_critique_revise,none,advanced,"A unicycle wheel with a radius of 0.3 meters is spinning with an angular velocity as shown in Experiment 1 of the graph. During the steady phase from 10 to 60 seconds, calculate the centripetal acceleration of a point on the edge of the wheel. Use the angular velocity data from the graph and the radius from the image.","[""A car is moving around a circular track with a radius of 50 meters. If the car completes one full lap in 40 seconds, calculate the centripetal acceleration of the car. Assume the speed is constant throughout the motion."", ""A satellite orbits Earth in a circular path with a radius of 7,000 kilometers. If the satellite completes one orbit in 90 minutes, determine the centripetal acceleration experienced by the satellite. Assume the orbit is perfectly circular."", ""A roller coaster car travels through a vertical loop with a radius of 20 meters. At the top of the loop, the speed of the car is 10 m/s. Calculate the centripetal acceleration at this point and discuss how it compares to the gravitational acceleration.""]",Difficulty: advanced. Use the provided graph (graph_015cef4c.png) and real-world image (foto_with_circles_1753526365.jpg) to construct one centripetal acceleration problem question.,"[""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\advance_graph\\graph_015cef4c.png"", ""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\image_result\\g6xxWMxAdjgSPrLfNjkh6qBUI8q1\\foto_with_circles_1753526365.jpg""]"
PR-EN-088-dr-kg,PR-EN-088-dr,en,problem_generating,draft_critique_revise,kg,advanced,"A unicycle wheel with a radius of 0.5 meters is spinning at a constant angular velocity as shown in Experiment 1 of the graph. If the angular velocity is 0.5 rad/s, calculate the centripetal acceleration of a point on the edge of the wheel. Use the image to identify the radius and apply the graph data for angular velocity.","[""A car is moving around a circular track with a radius of 50 meters. If the car completes one full lap in 40 seconds, calculate the centripetal acceleration of the car. Assume the speed is constant throughout the motion."", ""A satellite orbits Earth in a circular path with a radius of 7,000 kilometers. If the satellite completes one orbit in 90 minutes, determine the centripetal acceleration experienced by the satellite. Assume the orbit is perfectly circular."", ""A roller coaster car travels through a vertical loop with a radius of 20 meters. At the top of the loop, the speed of the car is 10 m/s. Calculate the centripetal acceleration at this point and discuss how it compares to the gravitational acceleration.""]",Difficulty: advanced. Use the provided graph (graph_015cef4c.png) and real-world image (foto_with_circles_1753526365.jpg) to construct one centripetal acceleration problem question.,"[""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\advance_graph\\graph_015cef4c.png"", ""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\image_result\\g6xxWMxAdjgSPrLfNjkh6qBUI8q1\\foto_with_circles_1753526365.jpg""]"
PR-EN-089-ze-base,PR-EN-089-ze,en,problem_generating,zero_shot,none,advanced,"In the graph provided, Experiment 1 shows a steady increase in centripetal acceleration from 5 to 15 seconds, reaching a peak of approximately 16 m/s². Considering the real-world image of a laptop with a circular sticker on its lid, assume the sticker is rotating at a constant speed. If the radius of the sticker is 0.1 meters, calculate the angular velocity of the sticker when the centripetal acceleration is at its peak during Experiment 1.","[""A car is moving around a circular track with a radius of 50 meters. If the car completes one full lap in 40 seconds, calculate the centripetal acceleration of the car. Assume the speed is constant throughout the motion."", ""A satellite orbits Earth in a circular path with a radius of 7,000 kilometers. If the satellite completes one orbit in 90 minutes, determine the centripetal acceleration experienced by the satellite. Assume the orbit is perfectly circular."", ""A roller coaster car travels through a vertical loop with a radius of 20 meters. At the top of the loop, the speed of the car is 10 m/s. Calculate the centripetal acceleration at this point and discuss how it compares to the gravitational acceleration.""]",Difficulty: advanced. Use the provided graph (graph_01dc389f.png) and real-world image (foto_with_circles_1753537958.jpg) to construct one centripetal acceleration problem question.,"[""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\advance_graph\\graph_01dc389f.png"", ""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\image_result\\g6xxWMxAdjgSPrLfNjkh6qBUI8q1\\foto_with_circles_1753537958.jpg""]"
PR-EN-089-ze-kg,PR-EN-089-ze,en,problem_generating,zero_shot,kg,advanced,"A ball is attached to a string and swung in a horizontal circle, as shown in the image. Using the graph, which shows centripetal acceleration versus time for two experiments, determine the time interval during which the ball experiences the highest centripetal acceleration in Experiment 2. Explain how the radius of the circle affects the centripetal acceleration, assuming the angular velocity remains constant.","[""A car is moving around a circular track with a radius of 50 meters. If the car completes one full lap in 40 seconds, calculate the centripetal acceleration of the car. Assume the speed is constant throughout the motion."", ""A satellite orbits Earth in a circular path with a radius of 7,000 kilometers. If the satellite completes one orbit in 90 minutes, determine the centripetal acceleration experienced by the satellite. Assume the orbit is perfectly circular."", ""A roller coaster car travels through a vertical loop with a radius of 20 meters. At the top of the loop, the speed of the car is 10 m/s. Calculate the centripetal acceleration at this point and discuss how it compares to the gravitational acceleration.""]",Difficulty: advanced. Use the provided graph (graph_01dc389f.png) and real-world image (foto_with_circles_1753537958.jpg) to construct one centripetal acceleration problem question.,"[""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\advance_graph\\graph_01dc389f.png"", ""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\image_result\\g6xxWMxAdjgSPrLfNjkh6qBUI8q1\\foto_with_circles_1753537958.jpg""]"
PR-EN-090-fe-base,PR-EN-090-fe,en,problem_generating,few_shot,none,advanced,"In Experiment 1, the centripetal acceleration reaches a peak at 20 m/s². If the laptop screen in the image rotates with a radius of 0.15 m, calculate the angular velocity at this peak acceleration. Assume the laptop screen rotates in a circular path.","[""A car is moving around a circular track with a radius of 50 meters. If the car completes one full lap in 40 seconds, calculate the centripetal acceleration of the car. Assume the speed is constant throughout the motion."", ""A satellite orbits Earth in a circular path with a radius of 7,000 kilometers. If the satellite completes one orbit in 90 minutes, determine the centripetal acceleration experienced by the satellite. Assume the orbit is perfectly circular."", ""A roller coaster car travels through a vertical loop with a radius of 20 meters. At the top of the loop, the speed of the car is 10 m/s. Calculate the centripetal acceleration at this point and discuss how it compares to the gravitational acceleration.""]",Difficulty: advanced. Use the provided graph (graph_01dc389f.png) and real-world image (foto_with_circles_1753537958.jpg) to construct one centripetal acceleration problem question.,"[""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\advance_graph\\graph_01dc389f.png"", ""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\image_result\\g6xxWMxAdjgSPrLfNjkh6qBUI8q1\\foto_with_circles_1753537958.jpg""]"
PR-EN-090-fe-kg,PR-EN-090-fe,en,problem_generating,few_shot,kg,advanced,"In Experiment 1 from the graph, the centripetal acceleration increases to 15 m/s² at 10 seconds. If this acceleration is due to a ball being swung on a string, and the radius of the circle is 0.5 meters, calculate the angular velocity of the ball at this time. Assume the tension in the string provides the necessary centripetal force.","[""A car is moving around a circular track with a radius of 50 meters. If the car completes one full lap in 40 seconds, calculate the centripetal acceleration of the car. Assume the speed is constant throughout the motion."", ""A satellite orbits Earth in a circular path with a radius of 7,000 kilometers. If the satellite completes one orbit in 90 minutes, determine the centripetal acceleration experienced by the satellite. Assume the orbit is perfectly circular."", ""A roller coaster car travels through a vertical loop with a radius of 20 meters. At the top of the loop, the speed of the car is 10 m/s. Calculate the centripetal acceleration at this point and discuss how it compares to the gravitational acceleration.""]",Difficulty: advanced. Use the provided graph (graph_01dc389f.png) and real-world image (foto_with_circles_1753537958.jpg) to construct one centripetal acceleration problem question.,"[""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\advance_graph\\graph_01dc389f.png"", ""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\image_result\\g6xxWMxAdjgSPrLfNjkh6qBUI8q1\\foto_with_circles_1753537958.jpg""]"
PR-EN-091-co-base,PR-EN-091-co,en,problem_generating,cot,none,advanced,"In Experiment 1, the centripetal acceleration increases steadily from 0 to 15 m/s² between 5 and 10 seconds. If the laptop in the image is rotating on a circular path with a radius of 2 meters during this time, calculate the change in the tangential velocity of the laptop from 5 to 10 seconds.","[""A car is moving around a circular track with a radius of 50 meters. If the car completes one full lap in 40 seconds, calculate the centripetal acceleration of the car. Assume the speed is constant throughout the motion."", ""A satellite orbits Earth in a circular path with a radius of 7,000 kilometers. If the satellite completes one orbit in 90 minutes, determine the centripetal acceleration experienced by the satellite. Assume the orbit is perfectly circular."", ""A roller coaster car travels through a vertical loop with a radius of 20 meters. At the top of the loop, the speed of the car is 10 m/s. Calculate the centripetal acceleration at this point and discuss how it compares to the gravitational acceleration.""]",Difficulty: advanced. Use the provided graph (graph_01dc389f.png) and real-world image (foto_with_circles_1753537958.jpg) to construct one centripetal acceleration problem question.,"[""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\advance_graph\\graph_01dc389f.png"", ""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\image_result\\g6xxWMxAdjgSPrLfNjkh6qBUI8q1\\foto_with_circles_1753537958.jpg""]"
PR-EN-091-co-kg,PR-EN-091-co,en,problem_generating,cot,kg,advanced,"A ball is attached to a string and swung in a horizontal circle. Using the graph of centripetal acceleration versus time, determine the time intervals during which the centripetal acceleration is increasing. If the radius of the circle is doubled during one of these intervals, how does this affect the centripetal acceleration, assuming the angular velocity remains constant? Use the graph to support your answer.","[""A car is moving around a circular track with a radius of 50 meters. If the car completes one full lap in 40 seconds, calculate the centripetal acceleration of the car. Assume the speed is constant throughout the motion."", ""A satellite orbits Earth in a circular path with a radius of 7,000 kilometers. If the satellite completes one orbit in 90 minutes, determine the centripetal acceleration experienced by the satellite. Assume the orbit is perfectly circular."", ""A roller coaster car travels through a vertical loop with a radius of 20 meters. At the top of the loop, the speed of the car is 10 m/s. Calculate the centripetal acceleration at this point and discuss how it compares to the gravitational acceleration.""]",Difficulty: advanced. Use the provided graph (graph_01dc389f.png) and real-world image (foto_with_circles_1753537958.jpg) to construct one centripetal acceleration problem question.,"[""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\advance_graph\\graph_01dc389f.png"", ""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\image_result\\g6xxWMxAdjgSPrLfNjkh6qBUI8q1\\foto_with_circles_1753537958.jpg""]"
PR-EN-092-dr-base,PR-EN-092-dr,en,problem_generating,draft_critique_revise,none,advanced,"A laptop is placed on a rotating platform, as shown in the image. During Experiment 1, the centripetal acceleration graph shows a steady increase from 0 to 15 m/s² over the first 10 seconds. If the radius of the platform is 0.5 meters, calculate the angular velocity of the platform at 10 seconds. Assume uniform circular motion during this period.","[""A car is moving around a circular track with a radius of 50 meters. If the car completes one full lap in 40 seconds, calculate the centripetal acceleration of the car. Assume the speed is constant throughout the motion."", ""A satellite orbits Earth in a circular path with a radius of 7,000 kilometers. If the satellite completes one orbit in 90 minutes, determine the centripetal acceleration experienced by the satellite. Assume the orbit is perfectly circular."", ""A roller coaster car travels through a vertical loop with a radius of 20 meters. At the top of the loop, the speed of the car is 10 m/s. Calculate the centripetal acceleration at this point and discuss how it compares to the gravitational acceleration.""]",Difficulty: advanced. Use the provided graph (graph_01dc389f.png) and real-world image (foto_with_circles_1753537958.jpg) to construct one centripetal acceleration problem question.,"[""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\advance_graph\\graph_01dc389f.png"", ""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\image_result\\g6xxWMxAdjgSPrLfNjkh6qBUI8q1\\foto_with_circles_1753537958.jpg""]"
PR-EN-092-dr-kg,PR-EN-092-dr,en,problem_generating,draft_critique_revise,kg,advanced,"In a physics experiment, a ball is attached to a string and swung in a horizontal circle, as shown in the image. The graph displays the centripetal acceleration of the ball over time for two different experiments. If the radius of the circle is doubled in Experiment 2 compared to Experiment 1, analyze how the centripetal acceleration changes over time and explain the observed differences using the graph data. Assume the angular velocity remains constant in both experiments.","[""A car is moving around a circular track with a radius of 50 meters. If the car completes one full lap in 40 seconds, calculate the centripetal acceleration of the car. Assume the speed is constant throughout the motion."", ""A satellite orbits Earth in a circular path with a radius of 7,000 kilometers. If the satellite completes one orbit in 90 minutes, determine the centripetal acceleration experienced by the satellite. Assume the orbit is perfectly circular."", ""A roller coaster car travels through a vertical loop with a radius of 20 meters. At the top of the loop, the speed of the car is 10 m/s. Calculate the centripetal acceleration at this point and discuss how it compares to the gravitational acceleration.""]",Difficulty: advanced. Use the provided graph (graph_01dc389f.png) and real-world image (foto_with_circles_1753537958.jpg) to construct one centripetal acceleration problem question.,"[""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\advance_graph\\graph_01dc389f.png"", ""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\image_result\\g6xxWMxAdjgSPrLfNjkh6qBUI8q1\\foto_with_circles_1753537958.jpg""]"
PR-EN-093-ze-base,PR-EN-093-ze,en,problem_generating,zero_shot,none,advanced,"A unicycle wheel with a radius of 0.5 meters is spinning as shown in the image. Using the graph of angular velocity over time, determine the centripetal acceleration of a point on the edge of the wheel at t = 3 seconds during Experiment 1. Assume the angular velocity at this time is 1.5 rad/s. Provide your answer in m/s².","[""A car is moving around a circular track with a radius of 50 meters. If the car completes one full lap in 40 seconds, calculate the centripetal acceleration of the car. Assume the speed is constant throughout the motion."", ""A satellite orbits Earth in a circular path with a radius of 7,000 kilometers. If the satellite completes one orbit in 90 minutes, determine the centripetal acceleration experienced by the satellite. Assume the orbit is perfectly circular."", ""A roller coaster car travels through a vertical loop with a radius of 20 meters. At the top of the loop, the speed of the car is 10 m/s. Calculate the centripetal acceleration at this point and discuss how it compares to the gravitational acceleration.""]",Difficulty: advanced. Use the provided graph (graph_02ce992e.png) and real-world image (foto_with_circles_1753577574.jpg) to construct one centripetal acceleration problem question.,"[""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\advance_graph\\graph_02ce992e.png"", ""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\image_result\\g6xxWMxAdjgSPrLfNjkh6qBUI8q1\\foto_with_circles_1753577574.jpg""]"
PR-EN-093-ze-kg,PR-EN-093-ze,en,problem_generating,zero_shot,kg,advanced,"A unicycle wheel with a radius of 0.5 meters is spinning, and the angular velocity changes as shown in Experiment 1 of the graph. Calculate the centripetal acceleration of a point on the edge of the wheel at 4 seconds, and explain how the change in angular velocity affects the centripetal acceleration.","[""A car is moving around a circular track with a radius of 50 meters. If the car completes one full lap in 40 seconds, calculate the centripetal acceleration of the car. Assume the speed is constant throughout the motion."", ""A satellite orbits Earth in a circular path with a radius of 7,000 kilometers. If the satellite completes one orbit in 90 minutes, determine the centripetal acceleration experienced by the satellite. Assume the orbit is perfectly circular."", ""A roller coaster car travels through a vertical loop with a radius of 20 meters. At the top of the loop, the speed of the car is 10 m/s. Calculate the centripetal acceleration at this point and discuss how it compares to the gravitational acceleration.""]",Difficulty: advanced. Use the provided graph (graph_02ce992e.png) and real-world image (foto_with_circles_1753577574.jpg) to construct one centripetal acceleration problem question.,"[""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\advance_graph\\graph_02ce992e.png"", ""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\image_result\\g6xxWMxAdjgSPrLfNjkh6qBUI8q1\\foto_with_circles_1753577574.jpg""]"
PR-EN-094-fe-base,PR-EN-094-fe,en,problem_generating,few_shot,none,advanced,"A unicycle wheel with a radius of 0.5 m is observed in Experiment 1. Using the graph, determine the maximum centripetal acceleration experienced by the wheel during the time intervals where the angular velocity is increasing. Assume the wheel's angular velocity follows the pattern shown in the graph.","[""A car is moving around a circular track with a radius of 50 meters. If the car completes one full lap in 40 seconds, calculate the centripetal acceleration of the car. Assume the speed is constant throughout the motion."", ""A satellite orbits Earth in a circular path with a radius of 7,000 kilometers. If the satellite completes one orbit in 90 minutes, determine the centripetal acceleration experienced by the satellite. Assume the orbit is perfectly circular."", ""A roller coaster car travels through a vertical loop with a radius of 20 meters. At the top of the loop, the speed of the car is 10 m/s. Calculate the centripetal acceleration at this point and discuss how it compares to the gravitational acceleration.""]",Difficulty: advanced. Use the provided graph (graph_02ce992e.png) and real-world image (foto_with_circles_1753577574.jpg) to construct one centripetal acceleration problem question.,"[""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\advance_graph\\graph_02ce992e.png"", ""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\image_result\\g6xxWMxAdjgSPrLfNjkh6qBUI8q1\\foto_with_circles_1753577574.jpg""]"
PR-EN-094-fe-kg,PR-EN-094-fe,en,problem_generating,few_shot,kg,advanced,"A unicycle wheel of radius 0.5 m is spinning with an angular velocity that changes as shown in Experiment 1 of the graph. Calculate the centripetal acceleration at 4 seconds and 8 seconds, and discuss how the change in angular velocity affects the centripetal acceleration.","[""A car is moving around a circular track with a radius of 50 meters. If the car completes one full lap in 40 seconds, calculate the centripetal acceleration of the car. Assume the speed is constant throughout the motion."", ""A satellite orbits Earth in a circular path with a radius of 7,000 kilometers. If the satellite completes one orbit in 90 minutes, determine the centripetal acceleration experienced by the satellite. Assume the orbit is perfectly circular."", ""A roller coaster car travels through a vertical loop with a radius of 20 meters. At the top of the loop, the speed of the car is 10 m/s. Calculate the centripetal acceleration at this point and discuss how it compares to the gravitational acceleration.""]",Difficulty: advanced. Use the provided graph (graph_02ce992e.png) and real-world image (foto_with_circles_1753577574.jpg) to construct one centripetal acceleration problem question.,"[""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\advance_graph\\graph_02ce992e.png"", ""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\image_result\\g6xxWMxAdjgSPrLfNjkh6qBUI8q1\\foto_with_circles_1753577574.jpg""]"
